columns=mode0,mode1,...; rows=ion index
-4.398097381064524942e-05,1.472375761771589353e-01,-7.475111094169917259e-02,-3.427783905068352427e-02,-7.290676471421576150e-05,5.620322955426942284e-04,2.242024018884046250e-03,2.466812345735193424e-02,-4.935371985543086093e-01,1.791640478252206931e-04,1.175175611652053316e-02,6.381662833683913183e-01,4.780974904141107553e-08,-3.322889562896458852e-08,-1.185192978989037466e-03,6.813681222111951018e-06,-3.706693008953776423e-07,-1.314634472810094247e-07,1.004542194409320367e-05,7.252570748530650900e-06,2.464073036893977065e-06,-2.387692969735440333e-05,2.688371458958231930e-01,2.913826311338840735e-01,-1.170322957672371988e-01,-2.592037268672610639e-01,-1.189178318687337532e-01,-1.824424016546396798e-01,1.856953381760332866e-01
1.263816559377088191e-09,-1.240310434558135749e-01,2.196879179881695565e-01,-2.677824910561246718e-01,-3.115971274192013644e-03,-3.032614295545674188e-02,-4.641004754651780195e-01,1.054375376834385675e-01,-7.338060359047726862e-03,7.572008499457943964e-02,-3.104288502703955038e-03,-8.509457747419253010e-03,-8.863880323221461077e-03,3.577714771985830276e-06,-2.171018513903636533e-06,-1.810455138175824270e-05,-5.273747576743167021e-05,-7.053139623202639985e-01,-1.482724806420988372e-05,5.070189873666766222e-04,-7.042975227491939105e-02,6.531345531756338944e-07,2.098285588017711478e-01,-3.741019234884811195e-02,-7.567950608033673088e-02,1.839163263979005092e-01,-1.687676195179870636e-02,9.532168357586222329e-02,1.856953381774849310e-01
4.195736888781216194e-09,2.175215671644980531e-01,5.201740578997385289e-02,3.215845408616124224e-01,1.744908865338380688e-03,-9.044317645685426635e-03,8.070130420827419104e-02,4.625893764501735617e-01,-6.813579686402833346e-02,5.173821223681334194e-03,-4.966570099234144525e-02,-6.851054637018541560e-02,-1.680073882642931589e-04,7.073386553219542794e-01,-2.694336555383326217e-04,-3.374740542740089404e-04,-9.179560743482999957e-06,-4.899232449433351782e-05,8.748479179621460045e-03,-8.177256905700840128e-02,1.715714381767368540e-02,4.230527265339643797e-06,1.199574406359794204e-01,-1.622115847358191754e-01,6.785137998207077525e-02,1.321677123289321798e-01,-9.143484676923838150e-02,3.379934367584611771e-02,1.856953381774353595e-01
1.567655789901401937e-10,-1.003714902540724652e-01,-4.602194329805433387e-02,1.692989190878035205e-02,-6.617677142278716174e-01,-3.941844396351535697e-03,1.695875210182334273e-04,-2.467850687318998945e-05,5.148939053722146039e-07,-5.664213863338875596e-05,9.015660804114146627e-06,3.030793139474665036e-06,-1.288663405278644708e-05,1.953003626359406419e-08,-7.767134525885463380e-09,-5.007580788796320771e-07,3.610764410692576115e-04,7.230781426921284323e-07,3.732825446554660519e-07,-1.111164367235096606e-06,-4.053160422751613211e-06,5.017767939115515104e-08,1.635112149062114550e-01,-1.838049629510831451e-01,2.392397776178616375e-01,-4.264625214664371500e-01,3.664785439854258975e-01,2.848741782619416130e-01,1.856953381776549339e-01
4.550536956261742393e-10,-1.149703034613323016e-01,-2.526693370883169032e-01,1.745455354342241860e-01,-1.064891186705198799e-02,7.936225583240077430e-01,-1.614930104694393131e-01,2.204155564178632981e-02,-1.634128614452662678e-03,-2.667472130267796171e-01,2.399100692221838374e-03,-1.800937919468008309e-03,-6.193793699565943583e-02,1.726827626018519505e-07,3.974370912803286507e-07,-2.539346317673910601e-06,-9.036907916111495964e-03,2.015455164997324378e-05,2.247259881941869839e-06,-5.750800296782548620e-06,-1.459060044924972576e-04,1.757589592526411448e-07,-1.123678602606737603e-01,1.755337205082326268e-01,-1.799535564753461658e-01,1.221392641834501275e-01,9.483916173438552977e-02,1.632698173893193105e-01,1.856953381775647560e-01
1.942581094572827330e-10,-3.935138706443213480e-02,-3.028472726069422836e-03,-6.260284982716740089e-03,7.463667276103513881e-01,1.016354949254364912e-02,-5.298630305475888645e-04,4.431923524197600156e-06,-5.407066035417442619e-07,-3.270679771054575843e-04,1.542244126864026894e-05,2.394334779596097900e-06,-3.575298593945123527e-05,2.897120329662288173e-08,1.300611123665156215e-08,-6.948806814908588963e-07,2.376593138068450965e-03,1.246728435783859729e-06,5.456459351332741659e-07,-1.589969755795900004e-06,-6.491647023335373198e-06,6.556276146478507961e-08,1.000916864691114433e-01,-1.369054750267400533e-01,1.957478546037266232e-01,-3.792664686916430994e-01,3.458272557087428978e-01,2.760968980749432533e-01,1.856953381776480505e-01
8.563194757426958323e-10,-2.466401262892800317e-01,-1.993639374371334594e-01,4.907336501047656480e-02,1.277991716006917147e-02,-4.437527163990713230e-01,6.747643435945159529e-02,4.980975306183918830e-03,-1.592396845297316130e-03,-6.756366620630568365e-01,6.643246418710560368e-03,-1.411159808418397266e-03,3.473514668754952295e-01,9.512866225364261430e-07,1.493248614940664508e-06,-7.980190827033201284e-06,-1.493811187730038545e-04,1.162582442718028799e-03,9.356137588243488581e-06,-4.119661990334500868e-05,4.178906935624917413e-03,3.968424938415987437e-07,6.364252210893805994e-02,9.163949054507200542e-02,-1.526323205302466401e-01,1.694522762013264960e-01,4.062381602871411451e-02,1.325120217376570819e-01,1.856953381775310885e-01
3.271648886385197548e-10,3.484373524289249291e-01,2.079005742979986582e-01,-7.401485697918271101e-02,-4.786223754032808281e-02,-9.883544138553827796e-02,1.215055151438348274e-02,-1.178799758387055535e-03,6.803524897299090041e-05,6.459244806242403839e-03,-3.053536070593368016e-05,8.377032917496502894e-05,3.933925103450900036e-05,8.236722490107452700e-08,9.414979844382033095e-08,-1.888705859798590064e-06,7.109762286216657623e-01,5.974629539408974659e-06,1.001109179649951868e-06,-2.854536500491015893e-06,-1.473153271793732697e-05,8.396754873754872698e-08,-3.616323861893052660e-01,2.283811968822668514e-01,-1.538745737828215998e-01,9.876960287648142017e-03,1.731492539320837465e-01,2.024328297680948185e-01,1.856953381775941769e-01
5.793879138354975316e-10,-2.256852995747783419e-01,-2.845523154406817690e-01,1.438871516706415887e-01,7.814161306169822158e-03,-4.557389525820047804e-02,1.109758250542863534e-01,-2.897988830517147368e-02,2.906164159999394953e-03,6.602615190990166472e-01,-6.027332052246203720e-03,3.029310388607446905e-03,5.134998907400066814e-01,3.140964559466526957e-07,-3.301036631438815932e-07,-3.723089075918316118e-06,-8.604021791662851268e-04,6.268675947104193928e-05,3.364306008264443586e-06,-1.120871391892434569e-05,1.129477431640591584e-03,2.265915653539146170e-07,-1.215780691300116616e-02,1.365099700881299005e-01,-1.724434319223566714e-01,1.530651339549832790e-01,6.548841871700560036e-02,1.472948512865535076e-01,1.856953381775476586e-01
2.139401448968442830e-08,9.432056849771174034e-02,-2.583069112265982126e-01,-2.572926240567938172e-01,-8.676522335615895632e-04,6.650915095793646752e-03,4.274801348200540398e-03,-4.889129019839954376e-02,-1.485686132971534845e-01,-3.719674896959716641e-03,-3.676376910521456653e-01,-1.107396580204051545e-01,-4.661933960304547038e-06,-3.569118759593262536e-06,-7.898131226541838315e-03,-7.569833749829628644e-01,-3.272582287703586678e-06,-2.679374638022426289e-06,-4.699138313712004911e-02,1.660895421351869794e-02,5.234311843110099052e-04,1.178705424456900317e-04,-1.330405578984985848e-01,-1.199851615816887596e-01,1.523225640217551746e-01,2.565598751980917303e-02,-1.395312800322520697e-01,-2.723854786051741611e-02,1.856953381772522005e-01
